Time stamp,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity ,X,Y,Z,Activity 
45.18,-1.52,6.8,6.7,1,-5.03,7.58,3.43,2,4.05,-7.85,-0.19,3,5.65,-8.41,1.91,4,7.81,-2.8,4.26,5
45.2,-1.57,6.88,6.63,1,-4.87,7.61,3.29,2,4.18,-7.49,-0.1,3,4.22,-5.66,1.38,4,4.73,-2.58,4.12,5
45.22,-1.44,6.83,6.87,1,-5.06,7.7,3.45,2,4.09,-7.08,0.38,3,3.67,-3.79,1.63,4,2.19,-2.35,2.86,5
45.24,-1.49,6.9,6.76,1,-4.98,7.62,3.32,2,3.93,-6.34,1.28,3,3.28,-2.76,2.1,4,-0.34,-2.93,0.5,5
45.26,-1.71,6.73,6.71,1,-5.16,7.6,3.35,2,3.95,-5.59,2.05,3,3.03,-1.78,2.26,4,-2.42,-5.66,-1.55,5
45.28,-1.52,6.87,6.76,1,-5.07,7.62,3.42,2,4.32,-5.01,2.32,3,2.99,-1.15,1.96,4,-1.9,-9.72,-3.56,5
45.3,-1.51,6.78,6.92,1,-5.03,7.56,3.49,2,4.85,-4.77,2.08,3,3.63,-1.76,1.34,4,0.07,-11.39,-2.86,5
45.32,-1.49,6.93,6.82,1,-5.09,7.64,3.45,2,4.98,-4.76,1.64,3,4.95,-3.23,0.78,4,2.07,-9.7,-0.56,5
45.34,-1.47,6.85,6.77,1,-4.99,7.57,3.84,2,4.66,-5.27,1.36,3,5.66,-5.67,-0.08,4,6.6,-6.83,2.9,5
45.36,-1.54,6.86,6.58,1,-5.09,7.62,3.34,2,4.47,-5.98,1.15,3,5.21,-7.81,-0.59,4,19.61,-7.11,7.83,5
45.38,-1.44,6.87,6.68,1,-5.1,7.66,3.42,2,4.48,-6.47,0.75,3,3.78,-9.71,-0.68,4,19.61,-6.63,15.79,5
45.4,-1.48,6.84,6.84,1,-5.06,7.4,3.49,2,4.65,-6.83,0.53,3,3.12,-10.8,-0.31,4,15.89,3.04,15.07,5
45.42,-1.52,6.83,6.54,1,-5.11,7.61,3.4,2,4.85,-7.11,0.45,3,3.66,-10.09,0.31,4,14.48,6.04,11.22,5
45.44,-1.5,6.8,6.63,1,-5.14,7.66,3.65,2,5.2,-7.24,0.56,3,3.32,-9.8,0.1,4,13.07,1.01,8.32,5
45.46,-1.52,6.89,6.79,1,-5.05,7.57,3.6,2,5.83,-8.12,0.62,3,3.92,-10.76,0.78,4,11.46,-1.36,4.58,5
45.48,-1.56,6.88,6.73,1,-4.96,7.57,3.48,2,5.8,-8.49,0.87,3,7.56,-12.28,2.28,4,9.54,0.68,0.79,5
45.5,-1.57,6.97,7,1,-5.03,7.62,3.44,2,5.34,-9.16,1.33,3,9.92,-11.65,5.98,4,7.8,4.18,-0.57,5
45.52,-1.71,6.86,6.74,1,-5.14,7.54,3.56,2,4.97,-9.99,1.47,3,10,-10.72,9.72,4,5.2,6.67,-0.34,5
45.54,-1.59,6.87,6.68,1,-5.03,7.71,3.22,2,5.43,-10.23,1.52,3,8.17,-8.72,10.05,4,2.67,6.05,-0.09,5
45.56,-1.7,6.76,6.7,1,-5.09,7.64,3.32,2,6.18,-10.29,1.79,3,6.66,-9.45,7.14,4,1.16,5.09,0.3,5
45.58,-1.44,6.82,6.79,1,-5.05,7.75,3.46,2,5.1,-9.35,2.64,3,4.05,-8.6,3.02,4,0.48,4.7,1.24,5
45.6,-1.23,6.83,6.75,1,-5.04,7.61,3.38,2,4.44,-9.57,4.15,3,1.96,-5.97,0.98,4,1.82,5.27,2.06,5
45.62,-1.61,6.87,6.51,1,-5.03,7.69,3.36,2,5.25,-11.09,4.24,3,1.88,-3.68,0.75,4,4.08,5.82,2.49,5
45.64,-1.36,6.85,6.69,1,-5.05,7.66,3.32,2,4.95,-10.76,3.83,3,2.46,-1.91,1.15,4,6.17,4.58,2.59,5
45.66,-1.58,6.8,6.71,1,-5.04,7.58,3.39,2,3.82,-9.52,2.96,3,3.3,-0.97,0.71,4,9,2.58,3.25,5
45.68,-1.68,6.83,6.86,1,-5.04,7.7,3.73,2,3.74,-9.04,1.82,3,4.23,-0.79,0.3,4,19.48,-1.41,4.94,5
45.7,-1.49,6.91,6.58,1,-5.02,7.58,3.18,2,3.84,-6.82,1.47,3,5.09,-2.05,0.01,4,19.61,-2.94,7.56,5
45.72,-1.53,6.88,6.69,1,-5.09,7.55,3.59,2,3.67,-5.17,1.46,3,6.25,-3.76,1.23,4,16.27,-1.26,8.36,5
45.74,-1.59,6.82,6.75,1,-4.98,7.65,3.34,2,3.69,-3.96,1.38,3,5.94,-5.28,3.12,4,13.56,2.36,7.18,5
45.76,-1.56,6.7,7.22,1,-5.08,7.63,3.44,2,4.02,-3.64,1.29,3,5.21,-6.64,5.24,4,17.63,1.14,5.49,5
45.78,-1.53,6.85,6.8,1,-5.06,7.54,3.59,2,4.51,-3.82,1.05,3,4.37,-9.04,5.58,4,15.2,-3.95,7.35,5
45.8,-1.56,6.9,6.82,1,-5.06,7.57,3.34,2,4.91,-4.27,0.97,3,4.85,-9.71,4.6,4,10.65,-4.23,6.26,5
45.82,-1.51,6.93,6.71,1,-5.08,7.61,3.6,2,5.34,-4.74,1.13,3,6.16,-10.1,3.36,4,6.26,-2.82,3.5,5
45.84,-1.85,6.79,6.68,1,-5.17,7.56,3.4,2,5.58,-5.27,1.58,3,11.67,-11.2,3.96,4,3.44,-3.13,2.58,5
45.86,-1.61,6.98,6.38,1,-5.08,7.57,3.59,2,5.69,-5.88,2.35,3,13.69,-12.97,4.98,4,2.19,-2.89,3.38,5
45.88,-1.62,6.88,6.62,1,-5.04,7.57,3.19,2,5.62,-6.26,3.16,3,11.13,-11.96,4.7,4,0.14,-2.3,2.3,5
45.9,-1.53,6.87,7.31,1,-4.95,7.62,3.33,2,5.97,-7,3.91,3,8.56,-10.64,4.17,4,-1.92,-3.82,-0.29,5
45.92,-1.48,6.85,6.61,1,-4.98,7.61,3.35,2,6.96,-8.51,4.23,3,7.73,-10.55,3.36,4,-2.54,-6.41,-1.99,5
45.94,-1.47,6.87,6.81,1,-5.12,7.69,3.29,2,7.32,-9.18,3.9,3,6.67,-9.59,1.89,4,-0.58,-9.94,-0.95,5
45.96,-1.61,6.9,6.64,1,-5.07,7.69,3.48,2,8.34,-9.55,3.41,3,4.5,-7.18,1.11,4,1.55,-10.44,0.81,5
45.98,-1.66,6.9,6.55,1,-5,7.56,3.41,2,9.32,-10.71,3.1,3,3.39,-5.24,1.26,4,5.73,-7.73,3.75,5
46,-1.58,6.82,6.52,1,-5.08,7.56,3.59,2,9.78,-12.33,2.8,3,2.83,-3.56,1.66,4,19.35,-6.04,7.91,5
46.02,-1.45,6.78,6.73,1,-5.03,7.7,3.73,2,9.25,-13.31,2.29,3,2.71,-2.63,1.98,4,19.61,-3.38,14.95,5
46.04,-1.58,6.74,6.52,1,-5.01,7.4,3.5,2,6.55,-11.17,2.45,3,3.11,-2.03,2.02,4,18.67,4.51,14.7,5
46.06,-1.55,6.9,6.39,1,-5.01,7.69,3.4,2,4.57,-10.66,1.56,3,3.88,-2.21,1.64,4,14.34,9.89,9.48,5
46.08,-1.64,7.06,6.69,1,-4.97,7.54,3.52,2,3.52,-10.38,0.29,3,4.77,-3,1.24,4,11.09,4.11,7.74,5
46.1,-1.57,7.05,6.92,1,-4.97,7.58,3.23,2,3.4,-9.18,-0.56,3,4.96,-4.41,0.58,4,10.44,-0.61,4.89,5
46.12,-1.62,6.85,6.71,1,-5.05,7.65,3.42,2,3.19,-8.19,-0.34,3,4.7,-6.24,0.45,4,8.82,-1.01,0.76,5
46.14,-1.55,6.92,6.69,1,-5.01,7.6,3.41,2,2.89,-6.85,0.54,3,4.51,-8.1,0.11,4,6.53,2.04,-0.29,5
46.16,-1.58,6.86,6.4,1,-4.95,7.61,3.45,2,3.11,-5.98,1.58,3,3.73,-9.52,-0.61,4,5.92,4.93,0.32,5
46.18,-1.36,6.77,6.89,1,-5.08,7.69,3.27,2,3.67,-5.2,2.41,3,3.94,-10.33,-0.62,4,4.53,6.97,1.34,5
46.2,-1.51,6.84,7.24,1,-5.2,7.5,3.37,2,4.45,-4.53,2.68,3,4.01,-9.38,-0.32,4,2.33,7.54,1.68,5
46.22,-1.8,6.79,6.77,1,-4.95,7.6,3.51,2,4.81,-3.8,2.29,3,4.19,-10.41,0.75,4,0.29,7.27,1.17,5
46.24,-1.54,6.85,6.87,1,-5.05,7.63,3.35,2,4.92,-3.26,1.64,3,6.57,-13.2,2.01,4,0.73,6.09,0.68,5
46.26,-1.73,6.66,6.63,1,-5.04,7.63,3.43,2,4.94,-3.91,1.27,3,8.4,-13.07,4.43,4,4.26,4.89,-0.12,5
46.28,-1.68,6.84,6.73,1,-5.09,7.46,3.44,2,4.98,-5.41,0.85,3,9.22,-12.17,8.08,4,7.05,4.28,0.15,5
46.3,-1.57,6.82,6.85,1,-5.02,7.6,3.46,2,4.64,-6.55,0.48,3,7.76,-10.31,9.23,4,9.64,2.06,2.24,5
46.32,-1.59,6.88,6.64,1,-5.01,7.58,3.54,2,4.76,-7.44,0.45,3,6.07,-9.26,7.79,4,19.61,-3.86,4.32,5
46.34,-1.58,6.84,6.82,1,-5.03,7.61,3.52,2,4.65,-7.81,0.58,3,5.17,-9.14,3.13,4,19.61,-4.46,7.61,5
46.36,-1.66,6.93,6.71,1,-5,7.58,3.6,2,4.91,-8.23,0.79,3,2.68,-8.05,0.85,4,14.57,-2.63,7.91,5
46.38,-1.5,6.81,6.83,1,-5.04,7.58,3.39,2,5.6,-9.05,0.79,3,1.92,-5.11,0.62,4,17.22,3.12,8.49,5
46.4,-1.52,6.78,6.44,1,-5.07,7.71,3.38,2,5.06,-8.95,1.16,3,2.15,-2.69,1.1,4,19.61,2.89,7.47,5
46.42,-1.52,6.75,6.71,1,-5.01,7.57,3.48,2,4.79,-9.6,1.34,3,2.74,-0.91,1.38,4,15.71,-2.15,8.77,5
46.44,-1.6,7.01,7.07,1,-5.06,7.6,3.46,2,5.71,-10.59,1.59,3,3.27,0,0.95,4,10.63,-3.68,5.68,5
46.46,-1.57,6.84,6.45,1,-5.09,7.58,3.41,2,7.01,-11.93,1.89,3,4.3,-0.5,0.51,4,6.57,-3.94,2.92,5
46.48,-1.4,6.7,6.8,1,-5.01,7.57,3.53,2,5.64,-10.56,3.24,3,5.88,-2.76,0.51,4,3.06,-4.22,2.99,5
46.5,-1.56,6.79,6.81,1,-5.12,7.59,3.48,2,5.01,-10.63,4.96,3,6.46,-4.79,1.72,4,1.11,-3.51,3.39,5
46.52,-1.51,7.14,6.83,1,-4.9,7.54,3.62,2,4.66,-12.06,5.1,3,5.19,-6.89,3.84,4,-0.96,-3.2,1.34,5
46.54,-1.77,6.82,6.79,1,-5.04,7.57,3.31,2,3.92,-10.62,4.6,3,4.26,-8.25,5.62,4,-2.01,-4.11,-0.97,5
46.56,-1.78,7.03,6.75,1,-4.95,7.57,3.47,2,2.99,-9.18,2.44,3,4.2,-8.94,5.72,4,-1.37,-5.99,-1.47,5
46.58,-1.55,6.75,6.68,1,-5.22,7.59,3.43,2,2.73,-8.49,1.37,3,5.54,-9.73,4.56,4,0.15,-6.31,0.28,5
46.6,-1.66,6.9,6.82,1,-5.05,7.73,3.27,2,2.75,-6.71,0.96,3,7.05,-8.88,3.82,4,1.84,-5.79,1.99,5
46.62,-1.6,6.95,6.95,1,-5.04,7.58,3.46,2,3.02,-5.22,0.77,3,11.89,-8.77,4.54,4,5.15,-4.64,4.54,5
46.64,-1.57,6.79,6.78,1,-5.04,7.61,3.45,2,3.3,-4.28,0.74,3,13.72,-11.8,4.74,4,19.61,-5.09,10.1,5
46.66,-1.66,6.91,6.36,1,-5.11,7.72,3.56,2,4.06,-3.9,0.83,3,11.13,-12.11,4.17,4,19.61,-3.12,13.6,5
46.68,-1.61,6.96,6.77,1,-5.07,7.61,3.47,2,4.43,-3.95,1.08,3,8.55,-9.73,4.38,4,19.27,4.61,14.63,5
46.7,-1.54,6.73,6.75,1,-5.01,7.57,3.63,2,4.85,-4.54,1.3,3,7.89,-10.11,3.5,4,14.28,10.75,10.81,5
46.72,-1.53,6.74,6.76,1,-5,7.58,3.5,2,5.46,-5.26,1.49,3,6.47,-9.64,1.9,4,10.71,5.66,7.71,5
46.74,-1.62,6.71,6.72,1,-5.07,7.66,3.33,2,5.79,-6.04,1.9,3,4.58,-7.14,1.2,4,10.28,0.85,5.13,5
46.76,-1.66,6.88,6.87,1,-5.03,7.64,3.63,2,5.7,-6.6,2.54,3,3.16,-5.01,1.14,4,8.68,0.07,1.21,5
46.78,-1.55,6.99,6.56,1,-4.99,7.57,3.52,2,5.66,-6.9,3.4,3,2.78,-3.87,1.74,4,6,2.93,-0.35,5
46.8,-1.61,6.74,6.79,1,-5.09,7.57,3.49,2,6.25,-7.94,4.28,3,2.76,-3.01,2.15,4,4.69,5.79,0.57,5
46.82,-1.6,6.78,6.81,1,-4.82,7.54,3.48,2,7.05,-9.18,4.68,3,2.99,-2.37,2.24,4,3.06,7.88,0.33,5
46.84,-1.62,6.75,6.83,1,-5.01,7.68,3.59,2,7.68,-9.51,4.19,3,3.92,-2.39,1.78,4,1.14,8.35,0.4,5
46.86,-1.67,6.9,6.68,1,-5.14,7.66,3.25,2,8.49,-10.47,3.39,3,5.12,-3.39,1.16,4,0.04,6.8,-0.03,5
46.88,-1.67,6.93,6.45,1,-5.09,7.57,3.85,2,8.77,-12.05,2.75,3,5.57,-5.38,0.33,4,1.06,5.15,-0.34,5
46.9,-1.62,6.86,6.74,1,-5.02,7.61,3.54,2,9.05,-13.12,2.63,3,4.95,-6.84,-0.54,4,3.54,3.63,-1.25,5
46.92,-1.53,6.85,6.74,1,-4.96,7.44,3.6,2,7.85,-12.23,2.08,3,4.06,-8.06,-0.96,4,6.02,3.75,-1.02,5
46.94,-1.61,6.9,6.72,1,-4.91,7.64,3.48,2,5.22,-10.09,1.87,3,3.81,-10.17,-1.6,4,8.87,4.38,2.43,5
46.96,-1.35,6.78,6.81,1,-4.9,7.58,3.39,2,3.71,-9.72,1.01,3,3.65,-10.75,-0.91,4,18.69,2.08,6.34,5
46.98,-1.79,6.5,6.75,1,-5.03,7.59,3.29,2,3,-9.55,-0.03,3,3.59,-9.94,-0.03,4,19.61,0.4,7.66,5
47,-1.62,6.85,6.33,1,-5.15,7.55,3.57,2,2.94,-8.41,-0.41,3,3.48,-10.93,1.1,4,15.8,-0.77,9.12,5
47.02,-1.63,6.86,6.74,1,-5.06,7.63,3.6,2,3.06,-7.57,0.07,3,6.04,-12.72,1.98,4,14.27,2.56,8.6,5
47.04,-1.6,6.93,6.8,1,-5.02,7.57,3.3,2,3.19,-6.61,0.62,3,8.67,-12.23,5.08,4,17.64,1.94,6.97,5
47.06,-1.59,6.83,6.76,1,-5.02,7.67,3.36,2,3.52,-5.6,1.46,3,9.35,-11.77,7.72,4,14.88,-3.66,7.66,5
47.08,-1.53,6.75,6.84,1,-4.84,7.57,3.41,2,3.93,-4.82,2.26,3,8.23,-9.74,8.64,4,10.3,-4.28,6.63,5
47.1,-1.6,6.75,6.85,1,-5.07,7.57,3.5,2,4.31,-4.2,2.36,3,6.68,-10.42,6.58,4,5.24,-3.94,3.26,5
47.12,-1.81,7.15,6.75,1,-4.91,7.57,3.41,2,4.36,-4.07,2.16,3,4.85,-9.23,3.18,4,1.92,-4.46,3.29,5
47.14,-1.64,6.88,6.74,1,-5,7.59,3.45,2,4.31,-4.55,1.82,3,3.02,-6.62,1.15,4,-0.04,-4.05,4.18,5
47.16,-1.61,6.95,6.8,1,-5.02,7.77,3.52,2,4.57,-5.38,1.36,3,2.38,-4.22,0.49,4,-0.95,-4.65,2.81,5
47.18,-1.56,6.79,6.34,1,-4.98,7.61,3.14,2,4.53,-6.07,0.77,3,2.62,-2.5,0.91,4,-1.2,-7.32,0.72,5
47.2,-1.69,6.87,6.45,1,-5.08,7.67,3.54,2,4.29,-6.87,0.62,3,3.26,-1.27,0.98,4,-0.39,-9.12,0.6,5
47.22,-1.68,6.92,6.56,1,-5.14,7.52,3.57,2,4.44,-7.59,0.42,3,3.61,-1.21,0.6,4,1.86,-9.22,2.39,5
47.24,-1.61,6.87,6.66,1,-5.01,7.77,3.79,2,4.55,-7.76,0.66,3,4.24,-1.62,0.3,4,4.98,-5.53,4.06,5
47.26,-1.59,7.08,6.72,1,-4.99,7.58,3.42,2,4.87,-8.62,0.71,3,4.66,-2.94,0.48,4,12.45,-2.52,8.12,5
47.28,-1.57,6.77,6.72,1,-5,7.58,3.45,2,5.02,-9.19,0.78,3,5.21,-4.86,1.44,4,19.61,0.92,12.91,5
47.3,-1.58,6.76,6.76,1,-5.06,7.57,3.57,2,4.12,-9.44,0.91,3,4.97,-6.29,3.33,4,19.61,1.6,13.24,5
47.32,-1.61,6.87,7.24,1,-5.15,7.71,3.55,2,3.81,-10.67,0.74,3,5.82,-7.9,4.95,4,15.94,8.83,11.33,5
47.34,-1.56,6.79,6.79,1,-5.03,7.59,3.49,2,4.55,-10.96,0.92,3,6.62,-8.58,5.3,4,11.41,8.66,7.58,5
47.36,-1.64,6.85,6.73,1,-5.11,7.54,3.53,2,5.88,-11.15,1.75,3,6.74,-8.79,4.17,4,9.4,2.37,5.81,5
47.38,-1.61,7.05,7.24,1,-5.09,7.64,3.43,2,5.28,-10.5,3.47,3,8.41,-8.96,4.48,4,8.71,0.87,1.82,5
47.4,-1.57,6.74,6.74,1,-5.02,7.6,3.28,2,4.47,-9.88,5.6,3,13.65,-11.38,4.51,4,7.11,2.44,-0.79,5
47.42,-1.68,6.9,6.68,1,-5.05,7.69,3.51,2,4.59,-10.97,5.2,3,13,-12.3,3.77,4,5.87,4.37,-0.34,5
47.44,-1.69,6.72,6.65,1,-5.1,7.47,3.5,2,3.86,-10.44,3.87,3,10.39,-10.12,3.9,4,4.79,6.72,0.45,5
47.46,-1.47,6.73,6.78,1,-5.02,7.62,3.48,2,2.48,-9.56,1.84,3,9.22,-9.67,3.95,4,2.67,8.13,0.59,5
47.48,-1.61,6.87,6.7,1,-5.02,7.76,3.63,2,2.16,-9.17,0.7,3,8.83,-9.99,3.15,4,0.44,7.88,0.46,5
47.5,-1.63,6.85,6.67,1,-4.98,7.66,3.45,2,2.23,-7.5,0.54,3,6.95,-8.2,1.87,4,0.27,6.11,0.47,5
47.52,-1.61,6.8,6.79,1,-5.03,7.59,3.4,2,2.44,-6.22,0.36,3,4.71,-6.01,1.22,4,2.64,3.71,0.02,5
47.54,-1.54,6.8,6.76,1,-5.02,7.61,3.45,2,2.61,-5.24,0.24,3,3.28,-4.52,1.39,4,5.71,2.5,-0.22,5
47.56,-1.53,6.76,6.76,1,-5.02,7.57,3.29,2,3.03,-4.79,0.34,3,2.7,-3.55,1.91,4,8.24,3.05,1.29,5
47.58,-1.68,6.79,6.75,1,-5.02,7.56,3.47,2,3.92,-4.65,0.83,3,2.94,-2.49,2.06,4,10.29,3.39,4.64,5
47.6,-1.66,7.17,6.99,1,-5.08,7.64,3.56,2,4.68,-4.55,1,3,3.72,-2.12,1.92,4,19.61,-2.05,7.43,5
47.62,-1.55,6.9,6.69,1,-5.04,7.63,3.48,2,5.36,-4.87,1.39,3,4.58,-2.44,1.58,4,19.61,-4.82,9.32,5
47.64,-1.61,7.01,6.68,1,-5.11,7.55,3.43,2,6.11,-5.4,2.04,3,5.28,-3.53,0.87,4,14.03,-1.52,9.05,5
47.66,-1.58,6.58,6.58,1,-4.98,7.65,3.45,2,6.35,-6.07,2.95,3,5.22,-5.49,0.4,4,16.99,2.37,6.89,5
47.68,-1.6,6.79,6.87,1,-5.04,7.74,3.49,2,5.89,-6.42,3.97,3,4.74,-7.53,-0.26,4,16.03,0.37,7.96,5
47.7,-1.41,6.81,6.74,1,-5.03,7.65,3.44,2,5.99,-7.44,4.54,3,3.78,-9.12,-1.12,4,12.32,-3.67,7.39,5
47.72,-1.58,6.82,6.32,1,-5.05,7.47,3.4,2,6.37,-9.43,4.19,3,2.93,-10.07,-1.66,4,7.37,-5.75,4.32,5
47.74,-1.56,6.75,6.87,1,-5.17,7.61,3.42,2,6.67,-10.08,3.12,3,3.04,-9.86,-1.75,4,2.84,-5.64,2.81,5
47.76,-1.58,6.84,6.88,1,-5.07,7.65,3.58,2,7.56,-9.92,2.72,3,3.5,-10.18,-0.93,4,0.48,-4.71,3.87,5
47.78,-1.81,6.77,6.82,1,-5.04,7.5,3.42,2,8.46,-10.92,2.67,3,5.67,-13.57,0.79,4,-0.38,-2.05,3.25,5
47.8,-1.75,6.51,6.66,1,-5.04,7.57,3.45,2,8.7,-10.88,2.73,3,7.45,-13.92,3.65,4,-1.51,-1.96,0.91,5
47.82,-1.49,6.83,6.78,1,-5.03,7.68,3.27,2,8.5,-11.36,2.25,3,9.05,-11.94,7.73,4,-1.82,-5.77,-0.01,5
47.84,-1.9,6.82,6.69,1,-5.08,7.66,3.51,2,6.1,-9.68,2,3,8.73,-9.79,9.75,4,-0.07,-8.94,0.36,5
47.86,-1.58,6.65,6.9,1,-4.98,7.6,3.49,2,4.51,-9.7,0.93,3,6.98,-8.92,8.7,4,2.61,-9.56,1.25,5
47.88,-1.46,6.63,6.93,1,-5,7.6,3.5,2,3.98,-10.01,-0.21,3,5.81,-9.23,5,4,9.56,-9.05,4.77,5
47.9,-1.52,6.83,6.81,1,-5.06,7.56,3.62,2,3.79,-9.7,-0.91,3,3.53,-7.89,1.56,4,19.61,-12.28,11.02,5
47.92,-1.66,6.98,6.46,1,-5.08,7.61,3.47,2,3.81,-9.29,-0.56,3,2.17,-5.51,0.37,4,19.61,-2.6,16.55,5
47.94,-1.62,6.97,7.26,1,-4.96,7.6,3.38,2,3.66,-8.03,0.46,3,2.26,-3.06,0.54,4,16.63,5.91,16.11,5
47.96,-1.63,6.86,6.72,1,-5.05,7.64,3.52,2,3.4,-6.59,1.44,3,2.64,-1.62,0.79,4,13.84,5.4,10.49,5
47.98,-1.64,6.82,6.56,1,-5.03,7.58,3.56,2,3.35,-5.76,2.04,3,3.37,-0.74,0.37,4,11.83,1.54,5.71,5
48,-1.6,6.86,6.69,1,-5.01,7.55,3.51,2,3.9,-4.93,2.16,3,4.25,-1.04,0.02,4,10.24,-0.45,1.79,5
48.02,-1.58,6.74,6.86,1,-4.93,7.59,3.51,2,4.47,-4.47,1.75,3,4.66,-2.76,-0.18,4,8,2.19,-0.6,5
48.04,-1.46,6.81,6.79,1,-4.99,7.39,3.59,2,4.88,-4.17,1.3,3,5.4,-4.79,0.5,4,6.41,5.27,-0.3,5
48.06,-1.57,6.79,6.75,1,-5.07,7.6,3.46,2,4.89,-4.24,1.24,3,5.17,-7.43,2.37,4,4.28,6.61,0.53,5
48.08,-1.72,6.63,6.78,1,-5.03,7.58,3.45,2,4.55,-5.41,1.12,3,5.09,-8.85,4.8,4,3.06,6.73,1.04,5
48.1,-1.49,6.85,6.69,1,-4.97,7.58,3.52,2,4.44,-6.45,0.95,3,4.39,-9.03,6.01,4,1.38,6.28,0.91,5
48.12,-1.58,6.87,6.81,1,-5.02,7.63,3.4,2,4.39,-7.24,0.5,3,5.62,-8.36,5.61,4,0.59,5.03,0.52,5
48.14,-1.58,7.02,6.99,1,-4.95,7.57,3.43,2,4.28,-7.91,-0.12,3,7.71,-7.7,3.96,4,1,3.74,0.27,5
48.16,-1.56,6.84,6.68,1,-4.97,7.59,3.61,2,4.7,-8.25,-0.39,3,11.99,-9.3,4.22,4,2.52,1.7,-0.45,5
48.18,-1.53,6.88,6.69,1,-5.06,7.58,3.42,2,5.07,-9.12,-0.49,3,13.75,-13.6,4.36,4,4.97,0.6,0.17,5
48.2,-1.5,6.86,6.68,1,-5.1,7.63,3.41,2,5.2,-9.08,0.05,3,11.03,-13.39,4.08,4,7.86,0.7,2.99,5
48.22,-1.63,7.07,6.7,1,-5,7.55,3.7,2,5.28,-9.55,0.75,3,8.41,-10.5,4.31,4,18.96,-3.12,6.22,5
48.24,-1.51,6.81,6.84,1,-5,7.64,3.54,2,6.24,-10.92,1.53,3,7.78,-10.94,3.72,4,19.61,-3.71,8.55,5
48.26,-1.49,6.79,6.84,1,-4.96,7.59,3.45,2,7.83,-11.85,2.54,3,6.9,-10.43,2.24,4,17.28,-4.07,8.69,5
48.28,-1.39,6.85,6.76,1,-5.02,7.65,3.46,2,6.96,-10.5,4.46,3,5.03,-7.67,1.6,4,17.99,-2.2,8.3,5
48.3,-1.59,6.99,7.04,1,-5.1,7.6,3.5,2,5.2,-9.23,6.94,3,3.84,-5.41,1.58,4,19.61,0.66,7.98,5
48.32,-1.56,6.79,6.83,1,-5.05,7.56,3.47,2,4.35,-10.03,7.09,3,3.34,-3.89,1.96,4,14.31,-2.22,7.55,5
48.34,-1.5,6.81,6.83,1,-5.02,7.57,3.42,2,4.58,-8.92,5.11,3,3.51,-2.6,2.22,4,10.9,-3.21,5.56,5
48.36,-1.51,6.91,6.63,1,-5,7.58,3.47,2,3.23,-7.88,1.76,3,3.65,-1.7,2.09,4,8.18,-2.63,3.78,5
48.38,-1.58,6.84,6.71,1,-5.03,7.58,3.5,2,2.83,-8.31,0.73,3,3.59,-1.52,1.78,4,5.38,-1.85,3.78,5
48.4,-1.58,6.88,6.65,1,-4.94,7.59,3.4,2,2.83,-7.7,0.65,3,3.96,-1.97,1.38,4,1.57,-0.52,3.35,5
48.42,-1.58,6.98,6.79,1,-5.2,7.51,3.51,2,2.95,-6.24,0.55,3,4.8,-3.58,0.57,4,-1.5,0.1,1.58,5
48.44,-1.53,6.76,6.79,1,-5.12,7.65,3.42,2,2.97,-5.18,0.5,3,4.53,-5.71,-0.12,4,-3.01,-2.08,-0.59,5
48.46,-1.64,6.92,6.52,1,-5.04,7.53,3.48,2,3.27,-4.51,0.65,3,3.82,-7.41,-0.72,4,-0.99,-6.72,-0.75,5
48.48,-1.56,6.84,6.74,1,-5.05,7.62,3.55,2,3.77,-4.38,0.9,3,3.05,-9.15,-1.38,4,0.57,-9.66,0.44,5
48.5,-1.7,6.74,6.75,1,-4.98,7.58,3.29,2,4.51,-4.44,1.14,3,2.77,-10.16,-1.55,4,1.76,-9.72,1.77,5
48.52,-1.58,6.91,6.71,1,-5.01,7.54,3.52,2,5.39,-4.67,1.81,3,2.93,-9.96,-0.99,4,8.15,-7.1,5.35,5
48.54,-1.51,6.99,6.72,1,-5.07,7.54,3.39,2,6.04,-5.04,2.39,3,3.97,-11.61,0.26,4,19.61,-4.5,8.38,5
48.56,-1.55,6.86,6.7,1,-5.04,7.75,3.48,2,6.72,-5.36,2.98,3,7.12,-16.29,1.02,4,19.61,-3.14,16.32,5
48.58,-1.54,6.91,6.89,1,-5.09,7.58,3.47,2,6.5,-5.84,3.66,3,8.26,-14.05,6.11,4,15.08,0.01,13,5
48.6,-1.74,6.76,6.83,1,-5.01,7.56,3.5,2,6.19,-6.89,4.27,3,9.18,-12,10.57,4,11.88,3.68,8.74,5
48.62,-1.71,7.05,6.76,1,-4.93,7.53,3.5,2,6.75,-9.07,4.35,3,6.81,-9.59,10.52,4,11.09,2.2,6.35,5
48.64,-1.32,6.8,6.77,1,-5.05,7.78,3.63,2,7.1,-10.15,3.89,3,6.37,-10.32,6.28,4,11.45,3.09,3.69,5
48.66,-1.7,6.81,6.75,1,-4.97,7.62,3.34,2,7.23,-10.49,3.19,3,4.1,-9.45,1.21,4,9.29,4.35,1.64,5
48.68,-1.56,6.9,6.78,1,-4.86,7.59,3.37,2,7.73,-10.87,2.81,3,2.76,-7.11,0.94,4,5.34,4.71,0.17,5
48.7,-1.63,6.93,6.78,1,-5.19,7.67,3.48,2,8.61,-10.79,2.9,3,2.82,-4.53,1.37,4,3.87,5.57,0.9,5
